label,iteration,regime,M,N,batch,threshold,order,epsilon,avg_degree,max_degree,dense_p,target_p,empirical_p,empirical_avg_degree,eta0_max,eta0_mean,eta0_p95,eta0_std,eta_samples,elapsed_ms
supercrit_mst_20_2000_N68,0,supercritical,68,68,1,0.1,5,0.6,3,5,0.2,0.0447761,0.0456541,3.05882,20,7.46811,14,3.5315,2211,141.276
supercrit_mst_20_2000_N100,0,supercritical,100,100,1,0.1,5,0.6,3,5,0.2,0.030303,0.030101,2.98,26,10.1031,19,5.049,4006,143.586
supercrit_mst_20_2000_N150,0,supercritical,150,150,1,0.1,5,0.6,3,5,0.2,0.0201342,0.0166443,2.48,35,13.468,26,7.36285,8389,151.811
supercrit_mst_20_2000_N220,0,supercritical,220,220,1,0.1,5,0.6,3,5,0.2,0.0136986,0.0129514,2.83636,34,14.5712,25,6.63913,21116,155.89
supercrit_mst_20_2000_N330,0,supercritical,330,330,1,0.1,5,0.6,3,5,0.2,0.00911854,0.00880538,2.89697,38,16.5728,30,7.61474,49772,166.579
supercrit_mst_20_2000_N500,0,supercritical,500,500,1,0.1,5,0.6,3,5,0.2,0.00601202,0.0059479,2.968,44,18.2197,32,7.8953,106497,185.488
supercrit_mst_20_2000_N750,0,supercritical,750,750,1,0.1,5,0.6,3,5,0.2,0.00400534,0.00396974,2.97333,74,28.2172,52,13.7973,255259,235.132
supercrit_mst_20_2000_N1125,0,supercritical,1125,1125,1,0.1,5,0.6,3,5,0.2,0.00266904,0.00254804,2.864,50,20.3976,34,7.92608,547586,349.797
supercrit_mst_20_2000_N1688,0,supercritical,1688,1688,1,0.1,5,0.6,3,5,0.2,0.0017783,0.00181412,3.06043,78,31.3694,55,13.4947,1285619,580.883
supercrit_mst_auto_N20,0,supercritical,20,20,1,0.1,5,0.6,3,5,0.2,0.157895,0.157895,3,11,4.57368,9,2.43275,190,156.847
supercrit_mst_auto_N23,0,supercritical,23,23,1,0.1,5,0.6,3,5,0.2,0.136364,0.110672,2.43478,8,3.93333,7,1.739,210,150.794
supercrit_mst_auto_N27,0,supercritical,27,27,1,0.1,5,0.6,3,5,0.2,0.115385,0.125356,3.25926,12,5.17949,10,2.80298,351,144.164
supercrit_mst_auto_N32,0,supercritical,32,32,1,0.1,5,0.6,3,5,0.2,0.0967742,0.0927419,2.875,12,4.95402,9,2.49739,435,155.167
supercrit_mst_auto_N37,0,supercritical,37,37,1,0.1,5,0.6,3,5,0.2,0.0833333,0.0930931,3.35135,12,5.73874,10,2.89935,666,141.457
supercrit_mst_auto_N44,0,supercritical,44,44,1,0.1,5,0.6,3,5,0.2,0.0697674,0.0676533,2.90909,12,5.56275,10,2.59927,741,155.241
supercrit_mst_auto_N51,0,supercritical,51,51,1,0.1,5,0.6,3,5,0.2,0.06,0.0658824,3.29412,15,6.96809,13,3.3674,1128,224.282
supercrit_mst_auto_N60,0,supercritical,60,60,1,0.1,5,0.6,3,5,0.2,0.0508475,0.0553672,3.26667,23,8.59264,17,4.573,1711,193.33
supercrit_mst_auto_N71,0,supercritical,71,71,1,0.1,5,0.6,3,5,0.2,0.0428571,0.0382294,2.67606,26,9.59656,20,5.42212,2211,165.863
supercrit_mst_auto_N83,0,supercritical,83,83,1,0.1,5,0.6,3,5,0.2,0.0365854,0.0370262,3.03614,24,10.4547,20,5.81817,3160,169.137
supercrit_mst_auto_N97,0,supercritical,97,97,1,0.1,5,0.6,3,5,0.2,0.03125,0.025988,2.49485,20,8.74622,16,4.09986,3574,172.268
supercrit_mst_auto_N114,0,supercritical,114,114,1,0.1,5,0.6,3,5,0.2,0.0265487,0.0256171,2.89474,24,9.5474,18,4.82969,5886,161.649
supercrit_mst_auto_N134,0,supercritical,134,134,1,0.1,5,0.6,3,5,0.2,0.0225564,0.0256986,3.41791,32,11.1772,21,5.7695,8385,163.85
supercrit_mst_auto_N157,0,supercritical,157,157,1,0.1,5,0.6,3,5,0.2,0.0192308,0.0183733,2.86624,35,13.8722,27,7.087,10878,170.729
supercrit_mst_auto_N184,0,supercritical,184,184,1,0.1,5,0.6,3,5,0.2,0.0163934,0.0145522,2.66304,36,13.2823,25,6.57817,14536,164.491
supercrit_mst_auto_N216,0,supercritical,216,216,1,0.1,5,0.6,3,5,0.2,0.0139535,0.0140827,3.02778,37,13.9337,26,6.72176,21321,175.14
supercrit_mst_auto_N253,0,supercritical,253,253,1,0.1,5,0.6,3,5,0.2,0.0119048,0.0120773,3.04348,38,14.8643,28,7.42159,28442,165.616
supercrit_mst_auto_N297,0,supercritical,297,297,1,0.1,5,0.6,3,5,0.2,0.0101351,0.010101,2.9899,36,15.5863,28,7.28567,38229,263.202
supercrit_mst_auto_N348,0,supercritical,348,348,1,0.1,5,0.6,3,5,0.2,0.00864553,0.00836397,2.9023,47,19.0344,37,9.76491,52976,174.532
supercrit_mst_auto_N408,0,supercritical,408,408,1,0.1,5,0.6,3,5,0.2,0.00737101,0.00719035,2.92647,37,15.9649,27,6.51754,72393,186.146
supercrit_mst_auto_N479,0,supercritical,479,479,1,0.1,5,0.6,3,5,0.2,0.00627615,0.00634166,3.03132,53,18.5469,37,9.73078,105570,202.762
supercrit_mst_auto_N561,0,supercritical,561,561,1,0.1,5,0.6,3,5,0.2,0.00535714,0.00527757,2.95544,43,17.6739,30,7.35573,137555,220.234
supercrit_mst_auto_N658,0,supercritical,658,658,1,0.1,5,0.6,3,5,0.2,0.00456621,0.00430713,2.82979,65,20.9139,41,10.3379,180906,235.186
supercrit_mst_auto_N771,0,supercritical,771,771,1,0.1,5,0.6,3,5,0.2,0.0038961,0.00391126,3.01167,69,24.6917,45,11.6432,266092,255.805
supercrit_mst_auto_N904,0,supercritical,904,904,1,0.1,5,0.6,3,5,0.2,0.00332226,0.00324876,2.93363,59,23.8066,41,10.2137,365943,298.834
supercrit_mst_auto_N1059,0,supercritical,1059,1059,1,0.1,5,0.6,3,5,0.2,0.00283554,0.00291676,3.08593,79,29.1538,55,14.388,505518,340.279
supercrit_mst_auto_N1242,0,supercritical,1242,1242,1,0.1,5,0.6,3,5,0.2,0.00241741,0.00249915,3.10145,80,32.5042,58,14.7684,676874,410.983
supercrit_mst_auto_N1455,0,supercritical,1455,1455,1,0.1,5,0.6,3,5,0.2,0.00206327,0.00199663,2.90309,90,30.9542,57,14.4904,948757,458.361
supercrit_mst_auto_N1706,0,supercritical,1706,1706,1,0.1,5,0.6,3,5,0.2,0.00175953,0.00177672,3.02931,79,33.1945,56,14.3231,1292038,646.697
supercrit_mst_auto_N2000,0,supercritical,2000,2000,1,0.1,5,0.6,3,5,0.2,0.00150075,0.00146823,2.935,111,36.7698,66,17.0002,1730744,726.371
supercrit_mst_auto_N20,0,supercritical,20,20,1,0.1,5,0.6,3,5,0.2,0.157895,0.142105,2.7,8,3.97661,7,1.80627,171,145.008
supercrit_mst_auto_N20,1,supercritical,20,20,1,0.1,5,0.6,3,5,0.2,0.157895,0.2,3.8,8,3.64211,6,1.5554,190,137.133
